node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
salam;Comet_lake_a5;2;31;x86_64;COMET_LAKE;Intel(R) Core(TM) i7-10700F CPU @ 2.90GHz;16384 KB;8;2900000;2900191;intel_pstate;powersave;always;Linux 6.1.0-27-amd64 #1 SMP PREEMPT_DYNAMIC Debian 6.1.115-1 (2024-11-01);7093;
